unified_customer_id,telco_customer_id,action_status,churn_label,predicted_churn_probability,predicted_churn_label,churn_risk_segment,retention_priority,customer_value_segment,monthly_charges,estimated_customer_lifetime_value,monthly_revenue_at_risk,primary_recommendation,secondary_recommendation,recommendation_reason,risk_driver_summary,expected_save_rate,estimated_action_cost,estimated_gross_mrr_saved,estimated_net_mrr_impact,annualized_net_revenue_impact,tenure,tenure_segment,contract,payment_method,payment_risk_score,inactivity_days,activity_status,engagement_score,customer_health_score,support_ticket_count,open_ticket_count,critical_ticket_count,low_satisfaction_ticket_count,complaint_frequency,support_burden_score,avg_satisfaction_rating,prediction_scope,best_model_name,total_charges_imputed,avg_monthly_spend,estimated_customer_lifetime_value_feature,customer_health_score_feature,expected_monthly_revenue_loss,expected_annual_revenue_loss,expected_clv_at_risk,revenue_recovery_potential,net_recovery_potential,annualized_recovery_potential
CUST0004335,6116-RFVHN,active_retention,0,0.8198897238341715,1,high risk,P1 high,established_value,100.45,3415.3,82.36,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,27.18,27.18,326.16,34,25_48_months,month_to_month,electronic_check,1.0,42.0,active_31_90_days,0.428,0.415,2.0,2.0,0.0,0.0,1.0,0.3081,3.0,holdout_prediction_output,logistic_regression,3414.65,100.43088235294118,3415.3,0.415,82.36,988.32,2800.17,27.18,27.18,326.16
CUST0001319,1960-UYCNN,active_retention,0,0.8643888982051218,1,high risk,P1 high,emerging_value,95.25,952.5,82.33,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,23.46,23.46,281.52,10,7_12_months,month_to_month,electronic_check,1.0,584.0,inactive_90_plus_days,0.0953,0.2465,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,1021.55,102.155,952.5,0.2465,82.33,987.96,823.33,23.46,23.46,281.52
CUST0003422,4847-TAJYI,active_retention,0,0.9202112267010985,1,high risk,P1 high,emerging_value,89.35,536.0999999999999,82.22,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,23.43,23.43,281.16,6,0_6_months,month_to_month,electronic_check,1.0,462.0,inactive_90_plus_days,0.1704,0.3156,1.0,0.0,0.0,0.0,1.0,0.0601,3.0,full_model_scoring,logistic_regression,567.8,94.63333333333333,536.0999999999999,0.3156,82.22,986.64,493.33,23.43,23.43,281.16
CUST0000306,0447-RXSGD,active_retention,0,0.8238437587796348,1,high risk,P1 high,established_value,99.65,2391.6000000000004,82.1,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,27.09,27.09,325.08,24,13_24_months,month_to_month,bank_transfer_automatic,0.55,334.0,inactive_90_plus_days,0.2492,0.4797,1.0,0.0,0.0,0.0,1.0,0.0398,5.0,full_model_scoring,logistic_regression,2404.85,100.20208333333332,2391.6000000000004,0.4797,82.1,985.2,1970.3,27.09,27.09,325.08
CUST0003101,4445-ZJNMU,active_retention,0,0.8255874725156301,1,high risk,P1 high,emerging_value,99.3,893.6999999999999,81.98,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, early tenure",0.3,0.0,23.36,23.36,280.32,9,7_12_months,month_to_month,credit_card_automatic,0.55,143.0,inactive_90_plus_days,0.3671,0.475,2.0,0.0,0.0,0.0,0.5,0.1222,4.0,full_model_scoring,logistic_regression,918.75,102.08333333333331,893.6999999999999,0.475,81.98,983.76,737.83,23.36,23.36,280.32
CUST0007028,9971-ZWPBF,active_retention,0,0.7516238798983753,1,high risk,P1 high,established_value,108.9,3702.6,81.85,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk, valuable customer",0.24,16.335,21.61,5.27,63.24,34,25_48_months,month_to_month,electronic_check,1.0,210.0,inactive_90_plus_days,0.3226,0.4376,1.0,0.0,0.0,0.0,0.0,0.0492,5.0,full_model_scoring,logistic_regression,3625.2,106.62352941176472,3702.6,0.4376,81.85,982.2,2782.96,21.61,5.27,63.24
CUST0002536,3629-ZNKXA,active_retention,0,0.803870108532617,1,high risk,P1 high,established_value,101.8,1730.6,81.83,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,27.0,27.0,324.0,17,13_24_months,month_to_month,electronic_check,1.0,19.0,active_0_30_days,0.4385,0.3838,2.0,2.0,0.0,0.0,0.5,0.3081,3.0,full_model_scoring,logistic_regression,1752.45,103.08529411764708,1730.6,0.3838,81.83,981.96,1391.18,27.0,27.0,324.0
CUST0004410,6215-NQCPY,active_retention,0,0.819010266784664,1,high risk,P1 high,established_value,99.7,1495.5,81.66,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.95,26.95,323.4,15,13_24_months,month_to_month,electronic_check,1.0,113.0,inactive_90_plus_days,0.3906,0.3749,1.0,0.0,1.0,0.0,1.0,0.2505,5.0,full_model_scoring,logistic_regression,1566.75,104.45,1495.5,0.3749,81.66,979.92,1224.83,26.95,26.95,323.4
CUST0002888,4115-NZRKS,active_retention,0,0.9154375471482316,1,high risk,P1 high,emerging_value,89.15,624.0500000000001,81.61,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,23.26,23.26,279.12,7,7_12_months,month_to_month,electronic_check,1.0,400.0,inactive_90_plus_days,0.2068,0.2849,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,574.35,82.05,624.0500000000001,0.2849,81.61,979.32,571.28,23.26,23.26,279.12
CUST0001674,2439-LYPMQ,active_retention,0,0.7951691512084516,1,high risk,P0 critical,high_value,102.6,3898.8,81.58,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,15.39,25.45,10.06,120.72,38,25_48_months,month_to_month,electronic_check,1.0,46.0,active_31_90_days,0.4273,0.4928,1.0,0.0,0.0,0.0,0.0,0.0293,3.0,full_model_scoring,logistic_regression,4009.2,105.50526315789472,3898.8,0.4928,81.58,978.96,3100.21,25.45,10.06,120.72
CUST0005451,7668-XCFYV,active_retention,0,0.881142752497033,1,high risk,P1 high,established_value,92.55,1573.35,81.55,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,13.8825,21.53,7.65,91.8,17,13_24_months,month_to_month,electronic_check,1.0,39.0,active_31_90_days,0.4308,0.4577,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,1614.7,94.98235294117649,1573.35,0.4577,81.55,978.6,1386.35,21.53,7.65,91.8
CUST0000023,0027-KWYKW,active_retention,0,0.9731549108781136,1,high risk,P1 high,established_value,83.75,1926.25,81.5,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.9,26.9,322.8,23,13_24_months,month_to_month,electronic_check,1.0,627.0,inactive_90_plus_days,0.068,0.2627,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,holdout_prediction_output,logistic_regression,1849.95,80.43260869565218,1926.25,0.2627,81.5,978.0,1874.54,26.9,26.9,322.8
CUST0006449,9129-UXERG,active_retention,0,0.7861778763298203,1,high risk,P1 high,established_value,103.6,1864.8,81.45,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,26.88,26.88,322.56,18,13_24_months,month_to_month,credit_card_automatic,0.55,0.0,no_activity,0.0,0.311,1.0,0.0,1.0,0.0,1.0,0.2661,5.0,holdout_prediction_output,logistic_regression,1806.35,100.35277777777776,1864.8,0.311,81.45,977.4,1466.06,26.88,26.88,322.56
CUST0002420,3462-BJQQA,active_retention,0,0.9074580114489004,1,high risk,P1 high,emerging_value,89.75,538.5,81.44,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, early tenure",0.3,0.0,23.21,23.21,278.52,6,0_6_months,month_to_month,electronic_check,1.0,28.0,active_0_30_days,0.4344,0.3738,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,552.65,92.10833333333332,538.5,0.3738,81.44,977.28,488.67,23.21,23.21,278.52
CUST0006535,9278-VZKCD,active_retention,0,0.7464887592251411,1,high risk,P0 critical,high_value,109.1,5673.2,81.44,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,31.76,31.76,381.12,52,49_plus_months,month_to_month,electronic_check,1.0,0.0,no_activity,0.0,0.2813,2.0,2.0,0.0,0.0,1.0,0.3081,3.0,full_model_scoring,logistic_regression,5647.95,108.61442307692307,5673.2,0.2813,81.44,977.28,4234.98,31.76,31.76,381.12
CUST0003425,4853-OITSN,active_retention,0,0.911327480581315,1,high risk,P1 high,emerging_value,89.15,445.75,81.24,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,23.15,23.15,277.8,5,0_6_months,month_to_month,electronic_check,1.0,612.0,inactive_90_plus_days,0.0769,0.2344,2.0,1.0,0.0,0.0,1.0,0.2271,5.0,holdout_prediction_output,logistic_regression,413.25,82.65,445.75,0.2344,81.24,974.88,406.22,23.15,23.15,277.8
CUST0006989,9919-KNPOO,active_retention,0,0.8607419822052118,1,high risk,P1 high,established_value,94.3,1980.3,81.17,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.79,26.79,321.48,21,13_24_months,month_to_month,electronic_check,1.0,480.0,inactive_90_plus_days,0.1579,0.2799,2.0,2.0,0.0,0.0,0.5,0.3081,3.0,full_model_scoring,logistic_regression,1948.35,92.77857142857142,1980.3,0.2799,81.17,974.04,1704.53,26.79,26.79,321.48
CUST0004767,6710-HSJRD,active_retention,0,0.7105700994301986,1,high risk,P0 critical,high_value,114.1,6960.099999999999,81.08,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk, valuable customer",0.24,17.115,25.3,8.19,98.28,61,49_plus_months,month_to_month,electronic_check,1.0,502.0,inactive_90_plus_days,0.144,0.4347,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,7132.15,115.02070422535212,6960.099999999999,0.4347,81.08,972.96,4945.64,25.3,8.19,98.28
CUST0001136,1666-JXLKU,active_retention,0,0.8100029120045312,1,high risk,P1 high,established_value,100.05,3701.85,81.04,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,15.0075,21.39,6.38,76.56,37,25_48_months,month_to_month,electronic_check,1.0,45.0,active_31_90_days,0.4349,0.501,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,3810.55,102.98783783783784,3701.85,0.501,81.04,972.48,2998.51,21.39,6.38,76.56
CUST0003946,5553-AOINX,active_retention,0,0.7725815465775921,1,high risk,P0 critical,high_value,104.9,6923.400000000001,81.04,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,31.61,31.61,379.32,66,49_plus_months,one_year,electronic_check,0.65,216.0,inactive_90_plus_days,0.319,0.5227,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,6891.45,104.41590909090908,6923.400000000001,0.5227,81.04,972.48,5348.89,31.61,31.61,379.32
CUST0004952,6969-MVBAI,active_retention,0,0.8978181704054164,1,high risk,P1 high,emerging_value,90.1,810.9,80.89,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, early tenure",0.24,13.515,18.44,4.93,59.16,9,7_12_months,month_to_month,electronic_check,1.0,16.0,active_0_30_days,0.4442,0.4464,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,816.8,90.75555555555556,810.9,0.4464,80.89,970.68,728.04,18.44,4.93,59.16
CUST0003468,4912-PIGUY,active_retention,0,0.9555237931604104,1,high risk,P1 high,low_value,84.6,84.6,80.84,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,19.4,19.4,232.8,1,0_6_months,month_to_month,electronic_check,1.0,207.0,inactive_90_plus_days,0.3263,0.2806,2.0,2.0,1.0,0.0,0.0,0.4081,3.0,full_model_scoring,logistic_regression,84.6,84.6,84.6,0.2806,80.84,970.08,80.84,19.4,19.4,232.8
CUST0001935,2809-ZMYOQ,active_retention,0,0.7976395843264155,1,high risk,P1 high,established_value,101.35,3243.2,80.84,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.68,26.68,320.16,32,25_48_months,month_to_month,electronic_check,1.0,196.0,inactive_90_plus_days,0.3312,0.3399,2.0,1.0,2.0,1.0,1.0,0.4368,2.0,full_model_scoring,logistic_regression,3334.9,104.215625,3243.2,0.3399,80.84,970.08,2586.9,26.68,26.68,320.16
CUST0002162,3096-GKWEB,active_retention,0,0.8526542501380281,1,high risk,P1 high,established_value,94.75,1705.5,80.79,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,26.66,26.66,319.92,18,13_24_months,month_to_month,electronic_check,1.0,23.0,active_0_30_days,0.446,0.3534,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression,1691.9,93.99444444444444,1705.5,0.3534,80.79,969.48,1454.2,26.66,26.66,319.92
CUST0006545,9290-SHCMB,active_retention,0,0.833575643539771,1,high risk,P1 high,emerging_value,96.85,1259.05,80.73,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk",0.24,14.527499999999998,18.41,3.88,46.56,13,13_24_months,month_to_month,electronic_check,1.0,295.0,inactive_90_plus_days,0.2706,0.3853,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,1235.55,95.04230769230767,1259.05,0.3853,80.73,968.76,1049.51,18.41,3.88,46.56
CUST0002079,2985-FMWYF,active_retention,0,0.863192882933014,1,high risk,P1 high,established_value,93.5,2150.5,80.71,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,26.63,26.63,319.56,23,13_24_months,month_to_month,electronic_check,1.0,17.0,active_0_30_days,0.4397,0.4113,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,2341.55,101.80652173913045,2150.5,0.4113,80.71,968.52,1856.3,26.63,26.63,319.56
CUST0001117,1628-BIZYP,active_retention,0,0.9478249379072984,1,high risk,P1 high,low_value,85.0,85.0,80.57,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,19.34,19.34,232.08,1,0_6_months,month_to_month,electronic_check,1.0,182.0,inactive_90_plus_days,0.3435,0.3253,1.0,0.0,1.0,0.0,1.0,0.2567,4.0,full_model_scoring,logistic_regression,85.0,85.0,85.0,0.3253,80.57,966.84,80.57,19.34,19.34,232.08
CUST0001747,2545-EBUPK,active_retention,0,0.9572794539597772,1,high risk,P1 high,low_value,84.05,168.1,80.46,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, early tenure",0.24,12.6075,15.45,2.84,34.08,2,0_6_months,month_to_month,electronic_check,1.0,7.0,active_0_30_days,0.4668,0.4409,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,186.05,93.025,168.1,0.4409,80.46,965.52,160.92,15.45,2.84,34.08
CUST0002438,3489-HHPFY,active_retention,0,0.957055079734938,1,high risk,P1 high,low_value,84.05,168.1,80.44,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,19.31,19.31,231.72,2,0_6_months,month_to_month,electronic_check,1.0,598.0,inactive_90_plus_days,0.0868,0.1864,3.0,1.0,2.0,1.0,0.6666666666666666,0.41,3.0,full_model_scoring,logistic_regression,134.05,67.025,168.1,0.1864,80.44,965.28,160.88,19.31,19.31,231.72
CUST0003282,4686-UXDML,active_retention,0,0.8027380473663234,1,high risk,P1 high,established_value,99.85,2096.85,80.15,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,26.45,26.45,317.4,21,13_24_months,month_to_month,credit_card_automatic,0.55,330.0,inactive_90_plus_days,0.2517,0.4132,2.0,0.0,1.0,1.0,1.0,0.285,3.5,full_model_scoring,logistic_regression,1992.55,94.88333333333333,2096.85,0.4132,80.15,961.8,1683.22,26.45,26.45,317.4
CUST0005504,7748-UMTRK,active_retention,0,0.7911392366053703,1,high risk,P1 high,established_value,101.3,3039.0,80.14,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.45,26.45,317.4,30,25_48_months,month_to_month,electronic_check,1.0,217.0,inactive_90_plus_days,0.3244,0.3692,3.0,2.0,0.0,0.0,0.6666666666666666,0.2923,3.0,full_model_scoring,logistic_regression,2974.5,99.15,3039.0,0.3692,80.14,961.68,2404.27,26.45,26.45,317.4
CUST0002333,3338-CVVEH,active_retention,0,0.8450638428285318,1,high risk,P1 high,emerging_value,94.55,1134.6,79.9,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk, early tenure",0.24,14.1825,18.22,4.04,48.48,12,7_12_months,month_to_month,electronic_check,0.8,548.0,inactive_90_plus_days,0.1193,0.3627,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,1173.55,97.79583333333332,1134.6,0.3627,79.9,958.8,958.81,18.22,4.04,48.48
CUST0006224,8800-ZKRFW,active_retention,0,0.7431403532864791,1,high risk,P1 high,established_value,107.5,3225.0,79.89,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.36,26.36,316.32,30,25_48_months,month_to_month,electronic_check,1.0,423.0,inactive_90_plus_days,0.1928,0.3272,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression,3242.5,108.08333333333331,3225.0,0.3272,79.89,958.68,2396.63,26.36,26.36,316.32
CUST0003831,5382-SOYZL,active_retention,0,0.838434741394755,1,high risk,P1 high,established_value,95.1,2092.2,79.74,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,14.265,21.05,6.79,81.48,22,13_24_months,month_to_month,electronic_check,1.0,38.0,active_31_90_days,0.4323,0.4688,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression,2162.6,98.3,2092.2,0.4688,79.74,956.88,1754.17,21.05,6.79,81.48
CUST0005750,8087-LGYHQ,active_retention,0,0.8460831604675327,1,high risk,P1 high,emerging_value,94.05,846.4499999999999,79.57,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,22.68,22.68,272.16,9,7_12_months,month_to_month,electronic_check,1.0,244.0,inactive_90_plus_days,0.3061,0.2857,2.0,1.0,2.0,0.0,1.0,0.4218,3.0,full_model_scoring,logistic_regression,811.65,90.18333333333334,846.4499999999999,0.2857,79.57,954.84,716.17,22.68,22.68,272.16
CUST0006618,9402-ORRAH,active_retention,0,0.8691378526724067,1,high risk,P1 high,emerging_value,91.5,1372.5,79.53,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk",0.24,13.725,18.13,4.4,52.8,15,13_24_months,month_to_month,electronic_check,1.0,661.0,inactive_90_plus_days,0.047,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,1400.3,93.35333333333332,1372.5,0.3,79.53,954.36,1192.89,18.13,4.4,52.8
CUST0005612,7901-TBKJX,active_retention,0,0.786784448732347,1,high risk,P0 critical,high_value,101.05,5658.8,79.5,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,31.0,31.0,372.0,56,49_plus_months,month_to_month,electronic_check,1.0,65.0,active_31_90_days,0.4111,0.4687,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,5594.0,99.89285714285714,5658.8,0.4687,79.5,954.0,4452.26,31.0,31.0,372.0
CUST0002512,3588-WSTTJ,active_retention,0,0.8024963224990251,1,high risk,P1 high,established_value,99.05,3466.75,79.49,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,14.857499999999998,20.99,6.13,73.56,35,25_48_months,month_to_month,electronic_check,1.0,59.0,active_31_90_days,0.4215,0.4915,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,3554.6,101.56,3466.75,0.4915,79.49,953.88,2782.05,20.99,6.13,73.56
CUST0003658,5168-MSWXT,active_retention,0,0.8385798009162854,1,high risk,P1 high,emerging_value,94.75,758.0,79.46,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, early tenure",0.24,14.2125,18.12,3.91,46.92,8,7_12_months,month_to_month,electronic_check,1.0,29.0,active_0_30_days,0.4431,0.4439,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,759.55,94.94375,758.0,0.4439,79.46,953.52,635.64,18.12,3.91,46.92
CUST0000295,0432-CAJZV,active_retention,0,0.8712599346146471,1,high risk,P1 high,low_value,90.7,272.1,79.02,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, early tenure",0.3,0.0,18.96,18.96,227.52,3,0_6_months,month_to_month,mailed_check,0.35,23.0,active_0_30_days,0.4392,0.5515,1.0,0.0,0.0,0.0,1.0,0.0419,5.0,full_model_scoring,logistic_regression,237.65,79.21666666666667,272.1,0.5515,79.02,948.24,237.07,18.96,18.96,227.52
CUST0001630,2371-JQHZZ,active_retention,0,0.8487753237117633,1,high risk,P1 high,established_value,93.0,2232.0,78.94,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,26.05,26.05,312.6,24,13_24_months,month_to_month,electronic_check,1.0,30.0,active_0_30_days,0.4456,0.4158,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,2248.05,93.66875,2232.0,0.4158,78.94,947.28,1894.47,26.05,26.05,312.6
CUST0005243,7392-YYPYJ,active_retention,0,0.7842087325386611,1,high risk,P1 high,established_value,100.65,2214.3,78.93,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.05,26.05,312.6,22,13_24_months,month_to_month,electronic_check,1.0,99.0,inactive_90_plus_days,0.3982,0.3176,4.0,3.0,3.0,1.0,1.0,0.5502,1.0,full_model_scoring,logistic_regression,2415.95,109.81590909090907,2214.3,0.3176,78.93,947.16,1736.47,26.05,26.05,312.6
CUST0006174,8739-XNIKG,active_retention,0,0.93910359002289,1,high risk,P1 high,emerging_value,84.0,420.0,78.88,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,22.48,22.48,269.76,5,0_6_months,month_to_month,electronic_check,1.0,643.0,inactive_90_plus_days,0.058,0.2327,2.0,1.0,0.0,0.0,1.0,0.2035,5.0,holdout_prediction_output,logistic_regression,424.75,84.95,420.0,0.2327,78.88,946.56,394.42,22.48,22.48,269.76
CUST0003593,5091-HFAZW,active_retention,0,0.8646511466778827,1,high risk,P1 high,low_value,91.15,182.3,78.81,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,18.91,18.91,226.92,2,0_6_months,month_to_month,electronic_check,1.0,111.0,inactive_90_plus_days,0.3888,0.3472,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,168.5,84.25,182.3,0.3472,78.81,945.72,157.63,18.91,18.91,226.92
CUST0006083,8622-ZLFKO,active_retention,0,0.8672994885947767,1,high risk,P1 high,emerging_value,90.75,544.5,78.71,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, early tenure",0.3,0.0,22.43,22.43,269.16,6,0_6_months,month_to_month,electronic_check,1.0,205.0,inactive_90_plus_days,0.3257,0.2803,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,holdout_prediction_output,logistic_regression,512.25,85.375,544.5,0.2803,78.71,944.52,472.24,22.43,22.43,269.16
CUST0004205,5937-EORGB,active_retention,0,0.8154775344222536,1,high risk,P1 high,established_value,96.5,1447.5,78.69,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"low engagement, payment risk, valuable customer",0.24,14.475,20.77,6.3,75.6,15,13_24_months,month_to_month,electronic_check,1.0,108.0,inactive_90_plus_days,0.4077,0.4443,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,1392.25,92.81666666666666,1447.5,0.4443,78.69,944.28,1180.4,20.77,6.3,75.6
CUST0000053,0093-EXYQL,active_retention,0,0.8588849607206172,1,high risk,P1 high,established_value,91.55,3662.0,78.63,discount offer,payment method review,High churn probability combines with payment risk and price pressure.,"payment risk, valuable customer",0.24,13.7325,20.76,7.03,84.36,40,25_48_months,month_to_month,electronic_check,1.0,45.0,active_31_90_days,0.4231,0.5026,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression,3673.6,91.84,3662.0,0.5026,78.63,943.56,3145.24,20.76,7.03,84.36
CUST0006148,8709-KRDVL,active_retention,0,0.7853549205407857,1,high risk,P1 high,established_value,100.0,3300.0,78.54,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,25.92,25.92,311.04,33,25_48_months,month_to_month,electronic_check,1.0,660.0,inactive_90_plus_days,0.0486,0.2362,2.0,2.0,1.0,0.0,1.0,0.4081,3.0,holdout_prediction_output,logistic_regression,3320.6,100.62424242424242,3300.0,0.2362,78.54,942.48,2591.67,25.92,25.92,311.04
CUST0006450,9133-AYJZG,active_retention,0,0.7952296109844833,1,high risk,P1 high,established_value,98.7,2270.1,78.49,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,25.9,25.9,310.8,23,13_24_months,month_to_month,credit_card_automatic,0.55,74.0,active_31_90_days,0.4063,0.488,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression,2249.1,97.78695652173911,2270.1,0.488,78.49,941.88,1805.25,25.9,25.9,310.8
