unified_customer_id,telco_customer_id,action_status,churn_label,predicted_churn_probability,predicted_churn_label,churn_risk_segment,retention_priority,customer_value_segment,monthly_charges,estimated_customer_lifetime_value,monthly_revenue_at_risk,primary_recommendation,secondary_recommendation,recommendation_reason,risk_driver_summary,expected_save_rate,estimated_action_cost,estimated_gross_mrr_saved,estimated_net_mrr_impact,annualized_net_revenue_impact,tenure,tenure_segment,contract,payment_method,payment_risk_score,inactivity_days,activity_status,engagement_score,customer_health_score,support_ticket_count,open_ticket_count,critical_ticket_count,low_satisfaction_ticket_count,complaint_frequency,support_burden_score,avg_satisfaction_rating,prediction_scope,best_model_name
CUST0000235,0362-ZBZWJ,winback_review,1,0.6927548384830042,1,medium risk,P1 high,established_value,84.9,3056.4,58.81,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,19.41,19.41,232.92,36,25_48_months,month_to_month,electronic_check,1.0,225.0,inactive_90_plus_days,0.3152,0.3793,3.0,2.0,0.0,0.0,0.6666666666666666,0.2873,4.0,full_model_scoring,logistic_regression
CUST0002929,4183-MYFRB,active_retention,0,0.6922636427457931,1,medium risk,P1 high,established_value,90.05,1891.05,62.34,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,20.57,20.57,246.84,21,13_24_months,month_to_month,electronic_check,1.0,3.0,active_0_30_days,0.4498,0.3716,2.0,2.0,1.0,0.0,0.5,0.4081,3.0,holdout_prediction_output,logistic_regression
CUST0002374,3398-ZOUAA,winback_review,1,0.6922390025652885,1,medium risk,P1 high,established_value,69.1,1451.1,47.83,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,15.78,15.78,189.36,21,13_24_months,month_to_month,electronic_check,1.0,1.0,active_0_30_days,0.4534,0.4127,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0004857,6847-KJLTS,active_retention,0,0.6916904365807498,1,medium risk,P1 high,high_value,100.4,5823.200000000001,69.45,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,27.09,27.09,325.08,58,49_plus_months,month_to_month,bank_transfer_automatic,0.55,367.0,inactive_90_plus_days,0.2276,0.4394,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0003102,4446-BZKHU,winback_review,1,0.6916676026921172,1,medium risk,P1 high,high_value,105.55,6438.55,73.01,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, payment risk, valuable customer",0.18,2.5,17.08,14.58,174.96,61,49_plus_months,month_to_month,electronic_check,1.0,330.0,inactive_90_plus_days,0.2541,0.4787,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0001849,2683-BPJSO,winback_review,1,0.6914916131398648,1,medium risk,P1 high,established_value,84.45,2449.05,58.4,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,8.99,7.99,95.88,29,25_48_months,month_to_month,electronic_check,1.0,4.0,active_0_30_days,0.4911,0.5069,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0000660,0963-ZBDRN,winback_review,1,0.6912784756499897,1,medium risk,P1 high,established_value,96.2,3078.4,66.5,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,21.94,21.94,263.28,32,25_48_months,month_to_month,electronic_check,1.0,173.0,inactive_90_plus_days,0.3483,0.3852,2.0,0.0,1.0,1.0,1.0,0.2833,2.0,full_model_scoring,logistic_regression
CUST0006323,8949-JTMAY,winback_review,1,0.6900951276014118,1,medium risk,P1 high,established_value,98.6,2859.4,68.04,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,22.45,22.45,269.4,29,25_48_months,month_to_month,credit_card_automatic,0.55,206.0,inactive_90_plus_days,0.3244,0.4617,3.0,2.0,0.0,0.0,0.6666666666666666,0.2738,5.0,full_model_scoring,logistic_regression
CUST0003249,4647-MUZON,active_retention,0,0.6898025426901633,1,medium risk,P1 high,established_value,95.95,1727.1,66.19,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,21.84,21.84,262.08,18,13_24_months,month_to_month,credit_card_automatic,0.55,15.0,active_0_30_days,0.4456,0.4537,2.0,2.0,1.0,0.0,0.5,0.4081,3.0,full_model_scoring,logistic_regression
CUST0005996,8456-QDAVC,active_retention,0,0.6896312845631462,1,medium risk,P1 high,established_value,78.7,1495.3,54.27,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,17.91,17.91,214.92,19,13_24_months,month_to_month,bank_transfer_automatic,0.55,0.0,no_activity,0.0,0.3268,2.0,1.0,0.0,0.0,1.0,0.211,5.0,full_model_scoring,logistic_regression
CUST0004166,5889-JTMUL,winback_review,1,0.6895960174618475,1,medium risk,P1 high,high_value,95.05,4752.5,65.55,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,11.93,10.93,131.16,50,49_plus_months,month_to_month,electronic_check,1.0,21.0,active_0_30_days,0.4419,0.5309,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0004550,6413-XKKPU,winback_review,1,0.6893853341608154,1,medium risk,P1 high,established_value,89.4,1519.8000000000002,61.63,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,9.49,8.49,101.88,17,13_24_months,month_to_month,electronic_check,1.0,13.0,active_0_30_days,0.4459,0.4638,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0001874,2719-BDAQO,winback_review,1,0.6891765863608693,1,medium risk,P1 high,established_value,93.85,1595.4499999999998,64.68,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,21.34,21.34,256.08,17,13_24_months,month_to_month,electronic_check,0.8,3.0,active_0_30_days,0.4511,0.4431,2.0,1.0,0.0,1.0,1.0,0.2511,1.0,full_model_scoring,logistic_regression
CUST0001792,2615-YVMYX,active_retention,0,0.6888826292898526,1,medium risk,P1 high,high_value,107.5,7632.5,74.05,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,28.88,28.88,346.56,71,49_plus_months,month_to_month,electronic_check,1.0,16.0,active_0_30_days,0.4438,0.513,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,holdout_prediction_output,logistic_regression
CUST0001272,1891-FZYSA,winback_review,1,0.6887831246223416,1,medium risk,P1 high,high_value,89.95,6206.55,61.96,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,24.16,24.16,289.92,69,49_plus_months,month_to_month,electronic_check,1.0,39.0,active_31_90_days,0.4356,0.491,2.0,2.0,0.0,0.0,1.0,0.3081,3.0,full_model_scoring,logistic_regression
CUST0004379,6173-GOLSU,active_retention,0,0.6886667685256521,1,medium risk,P1 high,high_value,94.65,6341.55,65.18,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,25.42,25.42,305.04,67,49_plus_months,month_to_month,credit_card_automatic,0.55,66.0,active_31_90_days,0.4112,0.5795,1.0,0.0,1.0,0.0,1.0,0.2582,4.0,full_model_scoring,logistic_regression
CUST0000054,0093-XWZFY,winback_review,1,0.6883039863079145,1,medium risk,P1 high,high_value,104.5,4180.0,71.93,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, valuable customer",0.18,2.5,16.83,14.33,171.96,40,25_48_months,month_to_month,credit_card_automatic,0.55,118.0,inactive_90_plus_days,0.3829,0.5765,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002898,4128-ETESU,active_retention,0,0.6873573327502701,1,medium risk,P1 high,high_value,99.7,4685.900000000001,68.53,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,26.73,26.73,320.76,47,25_48_months,month_to_month,electronic_check,0.8,73.0,active_31_90_days,0.4072,0.5408,1.0,0.0,0.0,0.0,1.0,0.04,5.0,full_model_scoring,logistic_regression
CUST0006747,9576-SYUHJ,active_retention,0,0.6869367719129725,1,medium risk,P1 high,established_value,91.15,3372.55,62.61,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,20.66,20.66,247.92,37,25_48_months,month_to_month,electronic_check,1.0,0.0,no_activity,0.0,0.2146,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0003909,5498-TXHLF,winback_review,1,0.6859659957962491,1,medium risk,P1 high,established_value,87.45,2973.3,59.99,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, payment risk, valuable customer",0.18,2.5,11.88,9.38,112.56,34,25_48_months,month_to_month,electronic_check,0.8,377.0,inactive_90_plus_days,0.2218,0.4496,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0004475,6311-UEUME,winback_review,1,0.6857650279425881,1,medium risk,P1 high,established_value,78.9,2288.1000000000004,54.11,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,17.86,17.86,214.32,29,25_48_months,month_to_month,electronic_check,1.0,95.0,inactive_90_plus_days,0.3922,0.3653,2.0,2.0,1.0,0.0,1.0,0.4081,3.0,full_model_scoring,logistic_regression
CUST0006631,9420-LOJKX,winback_review,1,0.6849847722948529,1,medium risk,P1 high,established_value,99.1,1486.5,67.88,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,22.4,22.4,268.8,15,13_24_months,month_to_month,credit_card_automatic,0.55,0.0,no_activity,0.0,0.2609,5.0,3.0,1.0,0.0,0.8,0.4415,3.0,full_model_scoring,logistic_regression
CUST0003128,4484-GLZOU,winback_review,1,0.6842814662183816,1,medium risk,P1 high,high_value,105.05,5462.599999999999,71.88,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,28.03,28.03,336.36,52,49_plus_months,month_to_month,electronic_check,1.0,13.0,active_0_30_days,0.4524,0.4967,2.0,1.0,0.0,0.0,1.0,0.1704,5.0,full_model_scoring,logistic_regression
CUST0005775,8123-QBNAZ,active_retention,0,0.684244246749491,1,medium risk,P1 high,established_value,104.5,3762.0,71.5,loyalty rewards,account manager outreach,Valuable customers should receive recognition before risk becomes urgent.,valuable customer,0.16,8.36,12.58,4.22,50.64,36,25_48_months,month_to_month,credit_card_automatic,0.55,76.0,active_31_90_days,0.4044,0.5768,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0006044,8563-OYMQY,active_retention,0,0.6839307046284213,1,medium risk,P1 high,established_value,90.95,1546.15,62.2,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, valuable customer",0.18,2.5,12.32,9.82,117.84,17,13_24_months,month_to_month,credit_card_automatic,0.55,465.0,inactive_90_plus_days,0.1678,0.4425,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002235,3194-ORPIK,winback_review,1,0.6834922916511434,1,medium risk,P1 high,high_value,84.4,4220.0,57.69,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,22.5,22.5,270.0,50,49_plus_months,month_to_month,bank_transfer_automatic,0.55,517.0,inactive_90_plus_days,0.1348,0.4121,2.0,1.0,1.0,0.0,0.5,0.3441,3.0,full_model_scoring,logistic_regression
CUST0003777,5312-UXESG,active_retention,0,0.6832790349827184,1,medium risk,P1 high,high_value,98.05,4020.05,67.0,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,26.13,26.13,313.56,41,25_48_months,month_to_month,bank_transfer_automatic,0.35,10.0,active_0_30_days,0.449,0.5933,1.0,0.0,0.0,1.0,1.0,0.2069,2.0,full_model_scoring,logistic_regression
CUST0004468,6298-QDFNH,winback_review,1,0.6832612158479424,1,medium risk,P1 high,established_value,79.35,1745.6999999999998,54.22,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,17.89,17.89,214.68,22,13_24_months,month_to_month,electronic_check,1.0,7.0,active_0_30_days,0.4525,0.39,4.0,3.0,0.0,0.0,0.75,0.3473,3.0,full_model_scoring,logistic_regression
CUST0004240,5981-ITEMU,winback_review,1,0.6826024854663976,1,medium risk,P1 high,high_value,97.1,3884.0,66.28,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,25.85,25.85,310.2,40,25_48_months,month_to_month,bank_transfer_automatic,0.55,158.0,inactive_90_plus_days,0.3552,0.503,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0000059,0100-DUVFC,active_retention,0,0.6824382323778347,1,medium risk,P1 high,high_value,104.8,7336.0,71.52,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,27.89,27.89,334.68,70,49_plus_months,one_year,electronic_check,0.65,681.0,inactive_90_plus_days,0.0348,0.4089,2.0,1.0,0.0,1.0,1.0,0.2833,2.0,full_model_scoring,logistic_regression
CUST0002646,3757-NJYBX,winback_review,1,0.6823430498557549,1,medium risk,P1 high,established_value,106.35,3403.2,72.57,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,23.95,23.95,287.4,32,25_48_months,month_to_month,bank_transfer_automatic,0.35,333.0,inactive_90_plus_days,0.2477,0.4687,2.0,2.0,0.0,0.0,1.0,0.3081,3.0,full_model_scoring,logistic_regression
CUST0004604,6486-LHTMA,active_retention,0,0.682129890323481,1,medium risk,P1 high,established_value,90.7,2811.7000000000003,61.87,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,9.53,8.53,102.36,31,25_48_months,one_year,electronic_check,0.65,3.0,active_0_30_days,0.4548,0.5665,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0005838,8212-CRQXP,active_retention,0,0.6821142378294898,1,medium risk,P1 high,established_value,80.0,1760.0,54.57,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,18.01,18.01,216.12,22,13_24_months,month_to_month,credit_card_automatic,0.55,217.0,inactive_90_plus_days,0.3213,0.4519,1.0,1.0,0.0,0.0,0.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0001091,1587-FKLZB,winback_review,1,0.6820504963690909,1,medium risk,P1 high,high_value,99.5,6567.0,67.86,loyalty rewards,account manager outreach,Valuable customers should receive recognition before risk becomes urgent.,valuable customer,0.16,7.96,14.11,6.15,73.8,66,49_plus_months,month_to_month,credit_card_automatic,0.55,1.0,active_0_30_days,0.4508,0.6578,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002781,3956-MGXOG,active_retention,0,0.6816057175540536,1,medium risk,P1 high,established_value,80.6,2256.8,54.94,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,18.13,18.13,217.56,28,25_48_months,month_to_month,electronic_check,1.0,16.0,active_0_30_days,0.4464,0.4293,2.0,1.0,0.0,0.0,0.5,0.2303,4.0,full_model_scoring,logistic_regression
CUST0006029,8535-SFUTN,active_retention,0,0.6808533794089923,1,medium risk,P1 high,high_value,106.45,6493.45,72.48,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,13.19,12.19,146.28,61,49_plus_months,month_to_month,electronic_check,1.0,37.0,active_31_90_days,0.4281,0.5483,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0001062,1550-EENBN,active_retention,0,0.6805889779771191,1,medium risk,P1 high,established_value,104.35,3234.85,71.02,onboarding assistance,product adoption coaching,Early lifecycle or low health customers need help realizing product value.,"low engagement, payment risk, valuable customer",0.22,10.0,17.19,7.19,86.28,31,25_48_months,month_to_month,electronic_check,0.8,578.0,inactive_90_plus_days,0.1017,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0001281,1902-XBTFB,winback_review,1,0.6798905946011757,1,medium risk,P1 high,established_value,89.4,1966.8,60.78,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,20.06,20.06,240.72,22,13_24_months,month_to_month,electronic_check,1.0,252.0,inactive_90_plus_days,0.298,0.313,2.0,2.0,1.0,0.0,0.5,0.4081,3.0,full_model_scoring,logistic_regression
CUST0003258,4657-FWVFY,active_retention,0,0.67966843420509,1,medium risk,P1 high,high_value,96.35,3854.0,65.49,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,25.54,25.54,306.48,40,25_48_months,month_to_month,credit_card_automatic,0.55,78.0,active_31_90_days,0.4045,0.5375,2.0,0.0,0.0,1.0,0.5,0.1907,3.0,full_model_scoring,logistic_regression
CUST0001721,2507-QZPQS,active_retention,0,0.6790027106759373,1,medium risk,P1 high,established_value,95.7,1435.5,64.98,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,10.01,9.01,108.12,15,13_24_months,month_to_month,electronic_check,0.8,66.0,active_31_90_days,0.4105,0.4854,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002237,3196-NVXLZ,active_retention,0,0.6789592168899662,1,medium risk,P1 high,established_value,84.6,2115.0,57.44,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.",valuable customer,0.3,0.0,18.96,18.96,227.52,25,25_48_months,month_to_month,mailed_check,0.55,40.0,active_31_90_days,0.4287,0.4693,1.0,0.0,1.0,1.0,0.0,0.377,2.0,full_model_scoring,logistic_regression
CUST0001843,2675-OTVVJ,active_retention,0,0.6783254732339962,1,medium risk,P1 high,established_value,89.45,2772.9500000000003,60.68,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,20.02,20.02,240.24,31,25_48_months,month_to_month,electronic_check,0.8,8.0,active_0_30_days,0.4534,0.4735,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,full_model_scoring,logistic_regression
CUST0003918,5515-AKOAJ,winback_review,1,0.677888715155271,1,medium risk,P1 high,high_value,100.1,5405.4,67.86,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.47,26.47,317.64,54,49_plus_months,month_to_month,electronic_check,1.0,422.0,inactive_90_plus_days,0.1935,0.3337,4.0,4.0,0.0,0.0,0.75,0.4248,3.0,holdout_prediction_output,logistic_regression
CUST0002653,3768-NLUBH,winback_review,1,0.6778718866953981,1,medium risk,P1 high,high_value,100.6,5734.2,68.19,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, payment risk, valuable customer",0.18,2.5,15.96,13.46,161.52,57,49_plus_months,month_to_month,electronic_check,0.8,169.0,inactive_90_plus_days,0.3493,0.5485,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0006543,9286-DOJGF,winback_review,1,0.6778707905994407,1,medium risk,P1 high,established_value,74.95,2848.1,50.81,loyalty rewards,account manager outreach,Valuable customers should receive recognition before risk becomes urgent.,valuable customer,0.16,5.996,8.94,2.94,35.28,38,25_48_months,month_to_month,bank_transfer_automatic,0.55,57.0,active_31_90_days,0.4159,0.5855,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0002093,3001-UNBTL,active_retention,0,0.6774631146491273,1,medium risk,P1 high,established_value,103.95,3014.55,70.42,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, payment risk, valuable customer",0.3,0.0,23.24,23.24,278.88,29,25_48_months,month_to_month,electronic_check,1.0,8.0,active_0_30_days,0.4496,0.4856,1.0,0.0,0.0,0.0,1.0,0.0186,5.0,full_model_scoring,logistic_regression
CUST0005665,7982-VCELR,active_retention,0,0.6772229918569143,1,medium risk,P1 high,established_value,94.8,3412.8,64.2,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,21.19,21.19,254.28,36,25_48_months,month_to_month,credit_card_automatic,0.55,256.0,inactive_90_plus_days,0.2947,0.5176,1.0,0.0,0.0,0.0,1.0,0.0612,3.0,holdout_prediction_output,logistic_regression
CUST0000102,0178-SZBHO,active_retention,0,0.6763516199444257,1,medium risk,P1 high,high_value,87.2,4098.400000000001,58.98,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,23.0,23.0,276.0,47,25_48_months,month_to_month,electronic_check,0.8,242.0,inactive_90_plus_days,0.3026,0.3965,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0000279,0410-IPFTY,active_retention,0,0.6761482637404963,1,medium risk,P1 high,established_value,83.85,2599.35,56.7,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, valuable customer",0.3,0.0,18.71,18.71,224.52,31,25_48_months,month_to_month,bank_transfer_automatic,0.55,105.0,inactive_90_plus_days,0.3876,0.4972,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,holdout_prediction_output,logistic_regression
CUST0002465,3524-WQDSG,active_retention,0,0.6760800198726934,1,medium risk,P1 high,high_value,99.3,4269.9,67.13,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,26.18,26.18,314.16,43,25_48_months,month_to_month,bank_transfer_automatic,0.55,40.0,active_31_90_days,0.4354,0.5482,1.0,0.0,1.0,0.0,1.0,0.2221,4.0,full_model_scoring,logistic_regression
CUST0001621,2360-RDGRO,active_retention,0,0.6758742347249921,1,medium risk,P1 high,high_value,104.25,6776.25,70.46,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,27.48,27.48,329.76,65,49_plus_months,month_to_month,electronic_check,1.0,434.0,inactive_90_plus_days,0.1863,0.3975,1.0,1.0,0.0,0.0,1.0,0.2498,3.0,holdout_prediction_output,logistic_regression
CUST0000560,0823-HSCDJ,winback_review,1,0.6758065910231913,1,medium risk,P1 high,established_value,49.15,2555.8,33.22,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,10.96,10.96,131.52,52,49_plus_months,month_to_month,electronic_check,1.0,576.0,inactive_90_plus_days,0.1005,0.2861,1.0,1.0,1.0,0.0,1.0,0.4498,3.0,full_model_scoring,logistic_regression
CUST0005757,8097-VBQTZ,active_retention,0,0.6756477640354935,1,medium risk,P1 high,established_value,69.9,3774.6,47.23,loyalty rewards,account manager outreach,Valuable customers should receive recognition before risk becomes urgent.,valuable customer,0.16,5.5920000000000005,8.31,2.72,32.64,54,49_plus_months,month_to_month,mailed_check,0.55,0.0,active_0_30_days,0.755,0.7545,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0003177,4553-DVPZG,active_retention,0,0.6755957868742335,1,medium risk,P1 high,high_value,101.35,6283.7,68.47,payment reminders,billing preference optimization,Payment setup resembles higher-risk behavior and should be proactively managed.,"payment risk, valuable customer",0.14,1.0,12.46,11.46,137.52,62,49_plus_months,month_to_month,electronic_check,1.0,32.0,active_31_90_days,0.4327,0.5522,0.0,0.0,0.0,0.0,0.0,0.0,3.0,full_model_scoring,logistic_regression
CUST0000412,0611-DFXKO,winback_review,1,0.675403693985002,1,medium risk,P1 high,established_value,89.0,1780.0,60.11,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","support friction, valuable customer",0.3,0.0,19.84,19.84,238.08,20,13_24_months,month_to_month,mailed_check,0.55,15.0,active_0_30_days,0.4547,0.4719,3.0,3.0,0.0,0.0,1.0,0.3664,3.0,full_model_scoring,logistic_regression
CUST0005497,7739-LAXOG,winback_review,1,0.6743157389029727,1,medium risk,P1 high,established_value,91.05,2913.6,61.4,engagement campaign,personalized usage nudge,Low engagement or long inactivity suggests fading product usage.,"low engagement, valuable customer",0.18,2.5,12.16,9.66,115.92,32,25_48_months,month_to_month,bank_transfer_automatic,0.55,206.0,inactive_90_plus_days,0.3252,0.5367,0.0,0.0,0.0,0.0,0.0,0.0,3.0,holdout_prediction_output,logistic_regression
CUST0001841,2675-DHUTR,active_retention,0,0.6741453341858338,1,medium risk,P1 high,high_value,98.9,5736.200000000001,66.67,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,26.0,26.0,312.0,58,49_plus_months,month_to_month,electronic_check,1.0,426.0,inactive_90_plus_days,0.1935,0.3698,2.0,1.0,1.0,0.0,0.5,0.3139,3.0,full_model_scoring,logistic_regression
CUST0000751,1095-JUDTC,winback_review,1,0.6740153604506952,1,medium risk,P1 high,high_value,95.05,4467.349999999999,64.07,customer support escalation,service recovery follow-up,"Support friction is visible through open, critical, complaint, or low satisfaction signals.","low engagement, support friction, payment risk, valuable customer",0.3,0.0,24.99,24.99,299.88,47,25_48_months,month_to_month,electronic_check,1.0,163.0,inactive_90_plus_days,0.3521,0.4172,2.0,1.0,0.0,1.0,1.0,0.2862,1.0,full_model_scoring,logistic_regression
